
150 ISOTOPES IN NETWORK:

Index  Isotope   A   Z   N  Abundance Y  MassFrac X  MassXS(MeV)
n+p+he4-->li6 reacIndex=37 RGindex=0 RGclass=3 RGreacIndex=0 isForward=1 RG:a+b+c<->d
li6-->n+p+he4 reacIndex=38 RGindex=1 RGclass=3 RGreacIndex=1 isForward=0 RG:a+b+c<->d

Reaction Group 16:
n+he4+he4-->be9 reacIndex=39 RGindex=0 RGclass=3 RGreacIndex=0 isForward=1 RG:a+b+c<->d
be9-->n+he4+he4 reacIndex=40 RGindex=1 RGclass=3 RGreacIndex=1 isForward=0 RG:a+b+c<->d
p+be9-->n+p+he4+he4 reacIndex=41 RGindex=2 RGclass=6 RGreacIndex=2 isForward=1 RG:a+b<->c+d+e+f
p+be9-->n+p+he4+he4 reacIndex=42 RGindex=3 RGclass=6 RGreacIndex=3 isForward=1 RG:a+b<->c+d+e+f

Reaction Group 17:
n+he4+he4-->d+li7 reacIndex=43 RGindex=0 RGclass=5 RGreacIndex=0 isForward=0 RG:a+b<->c+d+e
d+li7-->n+he4+he4 reacIndex=44 RGindex=1 RGclass=5 RGreacIndex=1 isForward=1 RG:a+b<->c+d+e

Reaction Group 18:
p+he4+he4-->d+be7 reacIndex=45 RGindex=0 RGclass=5 RGreacIndex=0 isForward=0 RG:a+b<->c+d+e
d+be7-->p+he4+he4 reacIndex=46 RGindex=1 RGclass=5 RGreacIndex=1 isForward=1 RG:a+b<->c+d+e

Reaction Group 19:
p+he4+he4-->n+b8 reacIndex=47 RGindex=0 RGclass=5 RGreacIndex=0 isForward=0 RG:a+b<->c+d+e
n+b8-->p+he4+he4 reacIndex=48 RGindex=1 RGclass=5 RGreacIndex=1 isForward=1 RG:a+b<->c+d+e

Reaction Group 20:
d+he4+he4-->p+be9 reacIndex=49 RGindex=0 RGclass=5 RGreacIndex=0 isForward=0 RG:a+b<->c+d+e
d+he4+he4-->p+be9 reacIndex=50 RGindex=1 RGclass=5 RGreacIndex=1 isForward=0 RG:a+b<->c+d+e
p+be9-->d+he4+he4 reacIndex=51 RGindex=2 RGclass=5 RGreacIndex=2 isForward=1 RG:a+b<->c+d+e
p+be9-->d+he4+he4 reacIndex=52 RGindex=3 RGclass=5 RGreacIndex=3 isForward=1 RG:a+b<->c+d+e

Reaction Group 21:
he4+he4+he4-->p+b11 reacIndex=53 RGindex=0 RGclass=5 RGreacIndex=0 isForward=0 RG:a+b<->c+d+e
he4+he4+he4-->p+b11 reacIndex=54 RGindex=1 RGclass=5 RGreacIndex=1 isForward=0 RG:a+b<->c+d+e
he4+he4+he4-->p+b11 reacIndex=55 RGindex=2 RGclass=5 RGreacIndex=2 isForward=0 RG:a+b<->c+d+e
p+b11-->he4+he4+he4 reacIndex=56 RGindex=3 RGclass=5 RGreacIndex=3 isForward=1 RG:a+b<->c+d+e
p+b11-->he4+he4+he4 reacIndex=57 RGindex=4 RGclass=5 RGreacIndex=4 isForward=1 RG:a+b<->c+d+e
p+b11-->he4+he4+he4 reacIndex=58 RGindex=5 RGclass=5 RGreacIndex=5 isForward=1 RG:a+b<->c+d+e

Reaction Group 22:
he4+he4+he4-->c12 reacIndex=59 RGindex=0 RGclass=3 RGreacIndex=0 isForward=1 RG:a+b+c<->d
he4+he4+he4-->c12 reacIndex=60 RGindex=1 RGclass=3 RGreacIndex=1 isForward=1 RG:a+b+c<->d
c12-->he4+he4+he4 reacIndex=61 RGindex=2 RGclass=3 RGreacIndex=2 isForward=0 RG:a+b+c<->d
c12-->he4+he4+he4 reacIndex=62 RGindex=3 RGclass=3 RGreacIndex=3 isForward=0 RG:a+b+c<->d

Reaction Group 23:
n+li6-->li7 reacIndex=63 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
li7-->n+li6 reacIndex=64 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 24:
p+li6-->be7 reacIndex=65 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
be7-->p+li6 reacIndex=66 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 25:
he4+li6-->b10 reacIndex=67 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+li6-->b10 reacIndex=68 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
b10-->he4+li6 reacIndex=69 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
b10-->he4+li6 reacIndex=70 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 26:
d+li6-->n+be7 reacIndex=71 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+be7-->d+li6 reacIndex=72 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 27:
d+li6-->p+li7 reacIndex=73 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+li7-->d+li6 reacIndex=74 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 28:
he4+li6-->p+be9 reacIndex=75 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+li6-->p+be9 reacIndex=76 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
p+be9-->he4+li6 reacIndex=77 RGindex=2 RGclass=4 RGreacIndex=2 isForward=0 RG:a+b<->c+d
p+be9-->he4+li6 reacIndex=78 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d

Reaction Group 29:
he4+li7-->b11 reacIndex=79 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+li7-->b11 reacIndex=80 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
b11-->he4+li7 reacIndex=81 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
b11-->he4+li7 reacIndex=82 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 30:
p+li7-->n+be7 reacIndex=83 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+li7-->n+be7 reacIndex=84 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
n+be7-->p+li7 reacIndex=85 RGindex=2 RGclass=4 RGreacIndex=2 isForward=0 RG:a+b<->c+d
n+be7-->p+li7 reacIndex=86 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d

Reaction Group 31:
he4+li7-->n+b10 reacIndex=87 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+b10-->he4+li7 reacIndex=88 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 32:
he3+li7-->n+p+he4+he4 reacIndex=89 RGindex=0 RGclass=6 RGreacIndex=0 isForward=1 RG:a+b<->c+d+e+f

Reaction Group 33:
be7+e-->li7+nu reacIndex=90 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 34:
p+be7-->b8 reacIndex=91 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+be7-->b8 reacIndex=92 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
b8-->p+be7 reacIndex=93 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
b8-->p+be7 reacIndex=94 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 35:
he4+be7-->p+b10 reacIndex=95 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+be7-->p+b10 reacIndex=96 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
p+b10-->he4+be7 reacIndex=97 RGindex=2 RGclass=4 RGreacIndex=2 isForward=0 RG:a+b<->c+d
p+b10-->he4+be7 reacIndex=98 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d

Reaction Group 36:
he3+be7-->p+p+he4+he4 reacIndex=99 RGindex=0 RGclass=6 RGreacIndex=0 isForward=1 RG:a+b<->c+d+e+f

Reaction Group 37:
p+be9-->b10 reacIndex=100 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+be9-->b10 reacIndex=101 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
b10-->p+be9 reacIndex=102 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
b10-->p+be9 reacIndex=103 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 38:
he4+be9-->n+c12 reacIndex=104 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+be9-->n+c12 reacIndex=105 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
he4+be9-->n+c12 reacIndex=106 RGindex=2 RGclass=4 RGreacIndex=2 isForward=1 RG:a+b<->c+d
n+c12-->he4+be9 reacIndex=107 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d
n+c12-->he4+be9 reacIndex=108 RGindex=4 RGclass=4 RGreacIndex=4 isForward=0 RG:a+b<->c+d
n+c12-->he4+be9 reacIndex=109 RGindex=5 RGclass=4 RGreacIndex=5 isForward=0 RG:a+b<->c+d

Reaction Group 39:
b8-->he4+he4+e++nu reacIndex=110 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c

Reaction Group 40:
n+b10-->b11 reacIndex=111 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
b11-->n+b10 reacIndex=112 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 41:
he4+b10-->n+n13 reacIndex=113 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+n13-->he4+b10 reacIndex=114 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 42:
he4+b10-->p+c13 reacIndex=115 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+c13-->he4+b10 reacIndex=116 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 43:
p+b11-->c12 reacIndex=117 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+b11-->c12 reacIndex=118 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
c12-->p+b11 reacIndex=119 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
c12-->p+b11 reacIndex=120 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 44:
he4+b11-->n+n14 reacIndex=121 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+b11-->n+n14 reacIndex=122 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
he4+b11-->n+n14 reacIndex=123 RGindex=2 RGclass=4 RGreacIndex=2 isForward=1 RG:a+b<->c+d
he4+b11-->n+n14 reacIndex=124 RGindex=3 RGclass=4 RGreacIndex=3 isForward=1 RG:a+b<->c+d
he4+b11-->n+n14 reacIndex=125 RGindex=4 RGclass=4 RGreacIndex=4 isForward=1 RG:a+b<->c+d
n+n14-->he4+b11 reacIndex=126 RGindex=5 RGclass=4 RGreacIndex=5 isForward=0 RG:a+b<->c+d
n+n14-->he4+b11 reacIndex=127 RGindex=6 RGclass=4 RGreacIndex=6 isForward=0 RG:a+b<->c+d
n+n14-->he4+b11 reacIndex=128 RGindex=7 RGclass=4 RGreacIndex=7 isForward=0 RG:a+b<->c+d
n+n14-->he4+b11 reacIndex=129 RGindex=8 RGclass=4 RGreacIndex=8 isForward=0 RG:a+b<->c+d
n+n14-->he4+b11 reacIndex=130 RGindex=9 RGclass=4 RGreacIndex=9 isForward=0 RG:a+b<->c+d

Reaction Group 45:
he4+b11-->p+c14 reacIndex=131 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+b11-->p+c14 reacIndex=132 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
he4+b11-->p+c14 reacIndex=133 RGindex=2 RGclass=4 RGreacIndex=2 isForward=1 RG:a+b<->c+d
he4+b11-->p+c14 reacIndex=134 RGindex=3 RGclass=4 RGreacIndex=3 isForward=1 RG:a+b<->c+d
he4+b11-->p+c14 reacIndex=135 RGindex=4 RGclass=4 RGreacIndex=4 isForward=1 RG:a+b<->c+d
p+c14-->he4+b11 reacIndex=136 RGindex=5 RGclass=4 RGreacIndex=5 isForward=0 RG:a+b<->c+d
p+c14-->he4+b11 reacIndex=137 RGindex=6 RGclass=4 RGreacIndex=6 isForward=0 RG:a+b<->c+d
p+c14-->he4+b11 reacIndex=138 RGindex=7 RGclass=4 RGreacIndex=7 isForward=0 RG:a+b<->c+d
p+c14-->he4+b11 reacIndex=139 RGindex=8 RGclass=4 RGreacIndex=8 isForward=0 RG:a+b<->c+d
p+c14-->he4+b11 reacIndex=140 RGindex=9 RGclass=4 RGreacIndex=9 isForward=0 RG:a+b<->c+d

Reaction Group 46:
n+c12-->c13 reacIndex=141 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
c13-->n+c12 reacIndex=142 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 47:
p+c12-->n13 reacIndex=143 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+c12-->n13 reacIndex=144 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
n13-->p+c12 reacIndex=145 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
n13-->p+c12 reacIndex=146 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 48:
he4+c12-->o16 reacIndex=147 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+c12-->o16 reacIndex=148 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
o16-->he4+c12 reacIndex=149 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
o16-->he4+c12 reacIndex=150 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 49:
he4+c12-->n+o15 reacIndex=151 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+o15-->he4+c12 reacIndex=152 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 50:
he4+c12-->p+n15 reacIndex=153 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+c12-->p+n15 reacIndex=154 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
p+n15-->he4+c12 reacIndex=155 RGindex=2 RGclass=4 RGreacIndex=2 isForward=0 RG:a+b<->c+d
p+n15-->he4+c12 reacIndex=156 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d

Reaction Group 51:
c12+c12-->n+mg23 reacIndex=157 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d

Reaction Group 52:
c12+c12-->p+na23 reacIndex=158 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d

Reaction Group 53:
c12+c12-->he4+ne20 reacIndex=159 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+ne20-->c12+c12 reacIndex=160 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 54:
n+c13-->c14 reacIndex=161 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
n+c13-->c14 reacIndex=162 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
c14-->n+c13 reacIndex=163 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
c14-->n+c13 reacIndex=164 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 55:
p+c13-->n14 reacIndex=165 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+c13-->n14 reacIndex=166 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
n14-->p+c13 reacIndex=167 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
n14-->p+c13 reacIndex=168 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 56:
p+c13-->n+n13 reacIndex=169 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+n13-->p+c13 reacIndex=170 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 57:
d+c13-->n+n14 reacIndex=171 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+n14-->d+c13 reacIndex=172 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 58:
he4+c13-->n+o16 reacIndex=173 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+c13-->n+o16 reacIndex=174 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
he4+c13-->n+o16 reacIndex=175 RGindex=2 RGclass=4 RGreacIndex=2 isForward=1 RG:a+b<->c+d
n+o16-->he4+c13 reacIndex=176 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d
n+o16-->he4+c13 reacIndex=177 RGindex=4 RGclass=4 RGreacIndex=4 isForward=0 RG:a+b<->c+d
n+o16-->he4+c13 reacIndex=178 RGindex=5 RGclass=4 RGreacIndex=5 isForward=0 RG:a+b<->c+d

Reaction Group 59:
c14-->n14+e+nubar reacIndex=179 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 60:
p+c14-->n15 reacIndex=180 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+c14-->n15 reacIndex=181 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
n15-->p+c14 reacIndex=182 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
n15-->p+c14 reacIndex=183 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 61:
he4+c14-->o18 reacIndex=184 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+c14-->o18 reacIndex=185 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
he4+c14-->o18 reacIndex=186 RGindex=2 RGclass=2 RGreacIndex=2 isForward=1 RG:a+b<->c
o18-->he4+c14 reacIndex=187 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c
o18-->he4+c14 reacIndex=188 RGindex=4 RGclass=2 RGreacIndex=4 isForward=0 RG:a+b<->c
o18-->he4+c14 reacIndex=189 RGindex=5 RGclass=2 RGreacIndex=5 isForward=0 RG:a+b<->c

Reaction Group 62:
p+c14-->n+n14 reacIndex=190 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+c14-->n+n14 reacIndex=191 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
n+n14-->p+c14 reacIndex=192 RGindex=2 RGclass=4 RGreacIndex=2 isForward=0 RG:a+b<->c+d
n+n14-->p+c14 reacIndex=193 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d

Reaction Group 63:
d+c14-->n+n15 reacIndex=194 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+n15-->d+c14 reacIndex=195 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 64:
n13-->c13+e++nu reacIndex=196 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 65:
n+n13-->n14 reacIndex=197 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
n+n13-->n14 reacIndex=198 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
n14-->n+n13 reacIndex=199 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
n14-->n+n13 reacIndex=200 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 66:
p+n13-->o14 reacIndex=201 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+n13-->o14 reacIndex=202 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
o14-->p+n13 reacIndex=203 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
o14-->p+n13 reacIndex=204 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 67:
he4+n13-->p+o16 reacIndex=205 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+o16-->he4+n13 reacIndex=206 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 68:
n+n14-->n15 reacIndex=207 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
n15-->n+n14 reacIndex=208 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 69:
p+n14-->o15 reacIndex=209 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+n14-->o15 reacIndex=210 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
o15-->p+n14 reacIndex=211 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
o15-->p+n14 reacIndex=212 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 70:
he4+n14-->f18 reacIndex=213 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+n14-->f18 reacIndex=214 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
he4+n14-->f18 reacIndex=215 RGindex=2 RGclass=2 RGreacIndex=2 isForward=1 RG:a+b<->c
f18-->he4+n14 reacIndex=216 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c
f18-->he4+n14 reacIndex=217 RGindex=4 RGclass=2 RGreacIndex=4 isForward=0 RG:a+b<->c
f18-->he4+n14 reacIndex=218 RGindex=5 RGclass=2 RGreacIndex=5 isForward=0 RG:a+b<->c

Reaction Group 71:
p+n14-->n+o14 reacIndex=219 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+o14-->p+n14 reacIndex=220 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 72:
he4+n14-->n+f17 reacIndex=221 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+n14-->n+f17 reacIndex=222 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
n+f17-->he4+n14 reacIndex=223 RGindex=2 RGclass=4 RGreacIndex=2 isForward=0 RG:a+b<->c+d
n+f17-->he4+n14 reacIndex=224 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d

Reaction Group 73:
he4+n14-->p+o17 reacIndex=225 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+n14-->p+o17 reacIndex=226 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
he4+n14-->p+o17 reacIndex=227 RGindex=2 RGclass=4 RGreacIndex=2 isForward=1 RG:a+b<->c+d
p+o17-->he4+n14 reacIndex=228 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d
p+o17-->he4+n14 reacIndex=229 RGindex=4 RGclass=4 RGreacIndex=4 isForward=0 RG:a+b<->c+d
p+o17-->he4+n14 reacIndex=230 RGindex=5 RGclass=4 RGreacIndex=5 isForward=0 RG:a+b<->c+d

Reaction Group 74:
p+n15-->o16 reacIndex=231 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+n15-->o16 reacIndex=232 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
o16-->p+n15 reacIndex=233 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
o16-->p+n15 reacIndex=234 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 75:
he4+n15-->f19 reacIndex=235 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+n15-->f19 reacIndex=236 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
he4+n15-->f19 reacIndex=237 RGindex=2 RGclass=2 RGreacIndex=2 isForward=1 RG:a+b<->c
f19-->he4+n15 reacIndex=238 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c
f19-->he4+n15 reacIndex=239 RGindex=4 RGclass=2 RGreacIndex=4 isForward=0 RG:a+b<->c
f19-->he4+n15 reacIndex=240 RGindex=5 RGclass=2 RGreacIndex=5 isForward=0 RG:a+b<->c

Reaction Group 76:
p+n15-->n+o15 reacIndex=241 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+o15-->p+n15 reacIndex=242 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 77:
he4+n15-->n+f18 reacIndex=243 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+f18-->he4+n15 reacIndex=244 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 78:
he4+n15-->p+o18 reacIndex=245 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+n15-->p+o18 reacIndex=246 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
he4+n15-->p+o18 reacIndex=247 RGindex=2 RGclass=4 RGreacIndex=2 isForward=1 RG:a+b<->c+d
p+o18-->he4+n15 reacIndex=248 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d
p+o18-->he4+n15 reacIndex=249 RGindex=4 RGclass=4 RGreacIndex=4 isForward=0 RG:a+b<->c+d
p+o18-->he4+n15 reacIndex=250 RGindex=5 RGclass=4 RGreacIndex=5 isForward=0 RG:a+b<->c+d

Reaction Group 79:
o14-->n14+e++nu reacIndex=251 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 80:
he4+o14-->ne18 reacIndex=252 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+o14-->ne18 reacIndex=253 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
he4+o14-->ne18 reacIndex=254 RGindex=2 RGclass=2 RGreacIndex=2 isForward=1 RG:a+b<->c
