
150 ISOTOPES IN NETWORK:

Index  Isotope   A   Z   N  Abundance Y  MassFrac X  MassXS(MeV)
106 he4+be9-->n+c12 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=5.7010 prefac=1.0000 RGsymb:a+b<->c+d
107 n+c12-->he4+be9 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-5.7010 prefac=1.0000 RGsymb:a+b<->c+d
108 n+c12-->he4+be9 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-5.7010 prefac=1.0000 RGsymb:a+b<->c+d
109 n+c12-->he4+be9 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-5.7010 prefac=1.0000 RGsymb:a+b<->c+d
110 b8-->he4+he4+e++nu reacClass=2 #react=1 #prod=2 isEC=0 isReverse=0 Q=18.0702 prefac=1.0000 RGsymb:a+b<->c
111 n+b10-->b11 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=11.4544 prefac=1.0000 RGsymb:a+b<->c
112 b11-->n+b10 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-11.4544 prefac=1.0000 RGsymb:a+b<->c
113 he4+b10-->n+n13 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.0590 prefac=1.0000 RGsymb:a+b<->c+d
114 n+n13-->he4+b10 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-1.0590 prefac=1.0000 RGsymb:a+b<->c+d
115 he4+b10-->p+c13 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=4.0619 prefac=1.0000 RGsymb:a+b<->c+d
116 p+c13-->he4+b10 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-4.0619 prefac=1.0000 RGsymb:a+b<->c+d
117 p+b11-->c12 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=15.9570 prefac=1.0000 RGsymb:a+b<->c
118 p+b11-->c12 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=15.9570 prefac=1.0000 RGsymb:a+b<->c
119 c12-->p+b11 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-15.9570 prefac=1.0000 RGsymb:a+b<->c
120 c12-->p+b11 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-15.9570 prefac=1.0000 RGsymb:a+b<->c
121 he4+b11-->n+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.1585 prefac=1.0000 RGsymb:a+b<->c+d
122 he4+b11-->n+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.1585 prefac=1.0000 RGsymb:a+b<->c+d
123 he4+b11-->n+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.1585 prefac=1.0000 RGsymb:a+b<->c+d
124 he4+b11-->n+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.1585 prefac=1.0000 RGsymb:a+b<->c+d
125 he4+b11-->n+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.1585 prefac=1.0000 RGsymb:a+b<->c+d
126 n+n14-->he4+b11 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.1585 prefac=1.0000 RGsymb:a+b<->c+d
127 n+n14-->he4+b11 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.1585 prefac=1.0000 RGsymb:a+b<->c+d
128 n+n14-->he4+b11 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.1585 prefac=1.0000 RGsymb:a+b<->c+d
129 n+n14-->he4+b11 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.1585 prefac=1.0000 RGsymb:a+b<->c+d
130 n+n14-->he4+b11 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.1585 prefac=1.0000 RGsymb:a+b<->c+d
131 he4+b11-->p+c14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.7839 prefac=1.0000 RGsymb:a+b<->c+d
132 he4+b11-->p+c14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.7839 prefac=1.0000 RGsymb:a+b<->c+d
133 he4+b11-->p+c14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.7839 prefac=1.0000 RGsymb:a+b<->c+d
134 he4+b11-->p+c14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.7839 prefac=1.0000 RGsymb:a+b<->c+d
135 he4+b11-->p+c14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.7839 prefac=1.0000 RGsymb:a+b<->c+d
136 p+c14-->he4+b11 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.7839 prefac=1.0000 RGsymb:a+b<->c+d
137 p+c14-->he4+b11 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.7839 prefac=1.0000 RGsymb:a+b<->c+d
138 p+c14-->he4+b11 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.7839 prefac=1.0000 RGsymb:a+b<->c+d
139 p+c14-->he4+b11 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.7839 prefac=1.0000 RGsymb:a+b<->c+d
140 p+c14-->he4+b11 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.7839 prefac=1.0000 RGsymb:a+b<->c+d
141 n+c12-->c13 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.9464 prefac=1.0000 RGsymb:a+b<->c
142 c13-->n+c12 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.9464 prefac=1.0000 RGsymb:a+b<->c
143 p+c12-->n13 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=1.9440 prefac=1.0000 RGsymb:a+b<->c
144 p+c12-->n13 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=1.9440 prefac=1.0000 RGsymb:a+b<->c
145 n13-->p+c12 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-1.9440 prefac=1.0000 RGsymb:a+b<->c
146 n13-->p+c12 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-1.9440 prefac=1.0000 RGsymb:a+b<->c
147 he4+c12-->o16 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.1620 prefac=1.0000 RGsymb:a+b<->c
148 he4+c12-->o16 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.1620 prefac=1.0000 RGsymb:a+b<->c
149 o16-->he4+c12 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.1620 prefac=1.0000 RGsymb:a+b<->c
150 o16-->he4+c12 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.1620 prefac=1.0000 RGsymb:a+b<->c
151 he4+c12-->n+o15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-8.5020 prefac=1.0000 RGsymb:a+b<->c+d
152 n+o15-->he4+c12 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=8.5020 prefac=1.0000 RGsymb:a+b<->c+d
153 he4+c12-->p+n15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-4.9660 prefac=1.0000 RGsymb:a+b<->c+d
154 he4+c12-->p+n15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-4.9660 prefac=1.0000 RGsymb:a+b<->c+d
155 p+n15-->he4+c12 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=4.9660 prefac=1.0000 RGsymb:a+b<->c+d
156 p+n15-->he4+c12 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=4.9660 prefac=1.0000 RGsymb:a+b<->c+d
157 c12+c12-->n+mg23 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-2.5980 prefac=0.5000 RGsymb:a+b<->c+d
158 c12+c12-->p+na23 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.2420 prefac=0.5000 RGsymb:a+b<->c+d
159 c12+c12-->he4+ne20 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=4.6210 prefac=0.5000 RGsymb:a+b<->c+d
160 he4+ne20-->c12+c12 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-4.6210 prefac=1.0000 RGsymb:a+b<->c+d
161 n+c13-->c14 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.1764 prefac=1.0000 RGsymb:a+b<->c
162 n+c13-->c14 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.1764 prefac=1.0000 RGsymb:a+b<->c
163 c14-->n+c13 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.1764 prefac=1.0000 RGsymb:a+b<->c
164 c14-->n+c13 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.1764 prefac=1.0000 RGsymb:a+b<->c
165 p+c13-->n14 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.5510 prefac=1.0000 RGsymb:a+b<->c
166 p+c13-->n14 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.5510 prefac=1.0000 RGsymb:a+b<->c
167 n14-->p+c13 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.5510 prefac=1.0000 RGsymb:a+b<->c
168 n14-->p+c13 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.5510 prefac=1.0000 RGsymb:a+b<->c
169 p+c13-->n+n13 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-3.0030 prefac=1.0000 RGsymb:a+b<->c+d
170 n+n13-->p+c13 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=3.0030 prefac=1.0000 RGsymb:a+b<->c+d
171 d+c13-->n+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=5.3266 prefac=1.0000 RGsymb:a+b<->c+d
172 n+n14-->d+c13 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-5.3266 prefac=1.0000 RGsymb:a+b<->c+d
173 he4+c13-->n+o16 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.2160 prefac=1.0000 RGsymb:a+b<->c+d
174 he4+c13-->n+o16 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.2160 prefac=1.0000 RGsymb:a+b<->c+d
175 he4+c13-->n+o16 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.2160 prefac=1.0000 RGsymb:a+b<->c+d
176 n+o16-->he4+c13 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-2.2160 prefac=1.0000 RGsymb:a+b<->c+d
177 n+o16-->he4+c13 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-2.2160 prefac=1.0000 RGsymb:a+b<->c+d
178 n+o16-->he4+c13 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-2.2160 prefac=1.0000 RGsymb:a+b<->c+d
179 c14-->n14+e+nubar reacClass=1 #react=1 #prod=1 isEC=0 isReverse=0 Q=0.1570 prefac=1.0000 RGsymb:a<->b
180 p+c14-->n15 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=10.2070 prefac=1.0000 RGsymb:a+b<->c
181 p+c14-->n15 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=10.2070 prefac=1.0000 RGsymb:a+b<->c
182 n15-->p+c14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-10.2070 prefac=1.0000 RGsymb:a+b<->c
183 n15-->p+c14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-10.2070 prefac=1.0000 RGsymb:a+b<->c
184 he4+c14-->o18 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.2270 prefac=1.0000 RGsymb:a+b<->c
185 he4+c14-->o18 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.2270 prefac=1.0000 RGsymb:a+b<->c
186 he4+c14-->o18 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.2270 prefac=1.0000 RGsymb:a+b<->c
187 o18-->he4+c14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.2270 prefac=1.0000 RGsymb:a+b<->c
188 o18-->he4+c14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.2270 prefac=1.0000 RGsymb:a+b<->c
189 o18-->he4+c14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.2270 prefac=1.0000 RGsymb:a+b<->c
190 p+c14-->n+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-0.6260 prefac=1.0000 RGsymb:a+b<->c+d
191 p+c14-->n+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-0.6260 prefac=1.0000 RGsymb:a+b<->c+d
192 n+n14-->p+c14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.6260 prefac=1.0000 RGsymb:a+b<->c+d
193 n+n14-->p+c14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.6260 prefac=1.0000 RGsymb:a+b<->c+d
194 d+c14-->n+n15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=7.9826 prefac=1.0000 RGsymb:a+b<->c+d
195 n+n15-->d+c14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-7.9826 prefac=1.0000 RGsymb:a+b<->c+d
196 n13-->c13+e++nu reacClass=1 #react=1 #prod=1 isEC=0 isReverse=0 Q=2.2210 prefac=1.0000 RGsymb:a<->b
197 n+n13-->n14 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=10.5544 prefac=1.0000 RGsymb:a+b<->c
198 n+n13-->n14 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=10.5544 prefac=1.0000 RGsymb:a+b<->c
199 n14-->n+n13 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-10.5544 prefac=1.0000 RGsymb:a+b<->c
200 n14-->n+n13 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-10.5544 prefac=1.0000 RGsymb:a+b<->c
201 p+n13-->o14 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.6280 prefac=1.0000 RGsymb:a+b<->c
202 p+n13-->o14 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.6280 prefac=1.0000 RGsymb:a+b<->c
203 o14-->p+n13 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.6280 prefac=1.0000 RGsymb:a+b<->c
204 o14-->p+n13 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.6280 prefac=1.0000 RGsymb:a+b<->c
205 he4+n13-->p+o16 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=5.2180 prefac=1.0000 RGsymb:a+b<->c+d
206 p+o16-->he4+n13 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-5.2180 prefac=1.0000 RGsymb:a+b<->c+d
207 n+n14-->n15 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=10.8324 prefac=1.0000 RGsymb:a+b<->c
208 n15-->n+n14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-10.8324 prefac=1.0000 RGsymb:a+b<->c
209 p+n14-->o15 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.2970 prefac=1.0000 RGsymb:a+b<->c
210 p+n14-->o15 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.2970 prefac=1.0000 RGsymb:a+b<->c
211 o15-->p+n14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.2970 prefac=1.0000 RGsymb:a+b<->c
212 o15-->p+n14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.2970 prefac=1.0000 RGsymb:a+b<->c
213 he4+n14-->f18 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.4150 prefac=1.0000 RGsymb:a+b<->c
214 he4+n14-->f18 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.4150 prefac=1.0000 RGsymb:a+b<->c
215 he4+n14-->f18 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.4150 prefac=1.0000 RGsymb:a+b<->c
216 f18-->he4+n14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.4150 prefac=1.0000 RGsymb:a+b<->c
217 f18-->he4+n14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.4150 prefac=1.0000 RGsymb:a+b<->c
218 f18-->he4+n14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.4150 prefac=1.0000 RGsymb:a+b<->c
219 p+n14-->n+o14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-5.9250 prefac=1.0000 RGsymb:a+b<->c+d
220 n+o14-->p+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=5.9250 prefac=1.0000 RGsymb:a+b<->c+d
221 he4+n14-->n+f17 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-4.7355 prefac=1.0000 RGsymb:a+b<->c+d
222 he4+n14-->n+f17 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-4.7350 prefac=1.0000 RGsymb:a+b<->c+d
223 n+f17-->he4+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=4.7355 prefac=1.0000 RGsymb:a+b<->c+d
224 n+f17-->he4+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=4.7350 prefac=1.0000 RGsymb:a+b<->c+d
225 he4+n14-->p+o17 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-1.1910 prefac=1.0000 RGsymb:a+b<->c+d
226 he4+n14-->p+o17 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-1.1910 prefac=1.0000 RGsymb:a+b<->c+d
227 he4+n14-->p+o17 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-1.1910 prefac=1.0000 RGsymb:a+b<->c+d
228 p+o17-->he4+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.1910 prefac=1.0000 RGsymb:a+b<->c+d
229 p+o17-->he4+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.1910 prefac=1.0000 RGsymb:a+b<->c+d
230 p+o17-->he4+n14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.1910 prefac=1.0000 RGsymb:a+b<->c+d
231 p+n15-->o16 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=12.1280 prefac=1.0000 RGsymb:a+b<->c
232 p+n15-->o16 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=12.1280 prefac=1.0000 RGsymb:a+b<->c
233 o16-->p+n15 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-12.1280 prefac=1.0000 RGsymb:a+b<->c
234 o16-->p+n15 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-12.1280 prefac=1.0000 RGsymb:a+b<->c
235 he4+n15-->f19 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.0140 prefac=1.0000 RGsymb:a+b<->c
236 he4+n15-->f19 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.0140 prefac=1.0000 RGsymb:a+b<->c
237 he4+n15-->f19 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.0140 prefac=1.0000 RGsymb:a+b<->c
238 f19-->he4+n15 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.0140 prefac=1.0000 RGsymb:a+b<->c
239 f19-->he4+n15 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.0140 prefac=1.0000 RGsymb:a+b<->c
240 f19-->he4+n15 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.0140 prefac=1.0000 RGsymb:a+b<->c
241 p+n15-->n+o15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-3.5363 prefac=1.0000 RGsymb:a+b<->c+d
242 n+o15-->p+n15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=3.5363 prefac=1.0000 RGsymb:a+b<->c+d
243 he4+n15-->n+f18 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-6.4174 prefac=1.0000 RGsymb:a+b<->c+d
244 n+f18-->he4+n15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=6.4174 prefac=1.0000 RGsymb:a+b<->c+d
245 he4+n15-->p+o18 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-3.9800 prefac=1.0000 RGsymb:a+b<->c+d
246 he4+n15-->p+o18 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-3.9800 prefac=1.0000 RGsymb:a+b<->c+d
247 he4+n15-->p+o18 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-3.9800 prefac=1.0000 RGsymb:a+b<->c+d
248 p+o18-->he4+n15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=3.9800 prefac=1.0000 RGsymb:a+b<->c+d
249 p+o18-->he4+n15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=3.9800 prefac=1.0000 RGsymb:a+b<->c+d
250 p+o18-->he4+n15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=3.9800 prefac=1.0000 RGsymb:a+b<->c+d
251 o14-->n14+e++nu reacClass=1 #react=1 #prod=1 isEC=0 isReverse=0 Q=5.1440 prefac=1.0000 RGsymb:a<->b
252 he4+o14-->ne18 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=5.1120 prefac=1.0000 RGsymb:a+b<->c
253 he4+o14-->ne18 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=5.1120 prefac=1.0000 RGsymb:a+b<->c
254 he4+o14-->ne18 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=5.1120 prefac=1.0000 RGsymb:a+b<->c
255 ne18-->he4+o14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-5.1120 prefac=1.0000 RGsymb:a+b<->c
256 ne18-->he4+o14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-5.1120 prefac=1.0000 RGsymb:a+b<->c
257 ne18-->he4+o14 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-5.1120 prefac=1.0000 RGsymb:a+b<->c
258 he4+o14-->p+f17 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.1910 prefac=1.0000 RGsymb:a+b<->c+d
259 he4+o14-->p+f17 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.1910 prefac=1.0000 RGsymb:a+b<->c+d
260 he4+o14-->p+f17 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.1910 prefac=1.0000 RGsymb:a+b<->c+d
261 p+f17-->he4+o14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-1.1910 prefac=1.0000 RGsymb:a+b<->c+d
262 p+f17-->he4+o14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-1.1910 prefac=1.0000 RGsymb:a+b<->c+d
263 p+f17-->he4+o14 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-1.1910 prefac=1.0000 RGsymb:a+b<->c+d
264 o15-->n15+e++nu reacClass=1 #react=1 #prod=1 isEC=0 isReverse=0 Q=2.7540 prefac=1.0000 RGsymb:a<->b
265 he4+o15-->ne19 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=3.5290 prefac=1.0000 RGsymb:a+b<->c
266 he4+o15-->ne19 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=3.5290 prefac=1.0000 RGsymb:a+b<->c
267 ne19-->he4+o15 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-3.5290 prefac=1.0000 RGsymb:a+b<->c
268 ne19-->he4+o15 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-3.5290 prefac=1.0000 RGsymb:a+b<->c
269 he4+o15-->n+ne18 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-8.1100 prefac=1.0000 RGsymb:a+b<->c+d
270 n+ne18-->he4+o15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=8.1100 prefac=1.0000 RGsymb:a+b<->c+d
271 he4+o15-->p+f18 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-2.8811 prefac=1.0000 RGsymb:a+b<->c+d
272 he4+o15-->p+f18 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-2.8811 prefac=1.0000 RGsymb:a+b<->c+d
273 p+f18-->he4+o15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.8811 prefac=1.0000 RGsymb:a+b<->c+d
274 p+f18-->he4+o15 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.8811 prefac=1.0000 RGsymb:a+b<->c+d
275 n+o16-->o17 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.1434 prefac=1.0000 RGsymb:a+b<->c
276 o17-->n+o16 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.1434 prefac=1.0000 RGsymb:a+b<->c
277 p+o16-->f17 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=0.6000 prefac=1.0000 RGsymb:a+b<->c
278 f17-->p+o16 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-0.6000 prefac=1.0000 RGsymb:a+b<->c
279 he4+o16-->ne20 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.7340 prefac=1.0000 RGsymb:a+b<->c
280 he4+o16-->ne20 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.7340 prefac=1.0000 RGsymb:a+b<->c
281 ne20-->he4+o16 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.7340 prefac=1.0000 RGsymb:a+b<->c
282 ne20-->he4+o16 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.7340 prefac=1.0000 RGsymb:a+b<->c
283 he4+o16-->n+ne19 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-12.1340 prefac=1.0000 RGsymb:a+b<->c+d
284 n+ne19-->he4+o16 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=12.1340 prefac=1.0000 RGsymb:a+b<->c+d
285 he4+o16-->p+f19 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-8.1140 prefac=1.0000 RGsymb:a+b<->c+d
286 he4+o16-->p+f19 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=-8.1140 prefac=1.0000 RGsymb:a+b<->c+d
287 p+f19-->he4+o16 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=8.1140 prefac=1.0000 RGsymb:a+b<->c+d
288 p+f19-->he4+o16 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=8.1140 prefac=1.0000 RGsymb:a+b<->c+d
289 c12+o16-->p+al27 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=5.1710 prefac=1.0000 RGsymb:a+b<->c+d
